EntryID,Code,SignType 2.0,MajorLocation 2.0,MinorLocation 2.0,SecondMinorLocation,Movement 2.0,Contact,SelectedFingers 2.0,Flexion 2.0,FlexionChange,Spread,SpreadChange,NonDominantHandshape,SignTypeSecondMorpheme,MajorLocationSecondMorpheme,MinorLocationSecondMorpheme,SecondMinorLocationSecondMorpheme,MovementSecondMorpheme,ContactSecondMorpheme,SelectedFingersSecondMorpheme,FlexionSecondMorpheme,FlexionChangeSecondMorpheme,SpreadSecondMorpheme,SpreadChangeSecondMorpheme,HandshapeSecondMorpheme,NonDominantHandshapeSecondMorpheme,SignTypeThirdMorpheme,MajorLocationThirdMorpheme,ContactThirdMorpheme,MinorLocationThirdMorpheme,SecondMinorLocationThirdMorpheme,MovementThirdMorpheme,SelectedFingersThirdMorpheme,FlexionThirdMorpheme,FlexionChangeThirdMorpheme,SpreadThirdMorpheme,SpreadChangeThirdMorpheme,HandshapeThirdMorpheme,NonDominantHandshapeThirdMorpheme,SignTypeFourthMorpheme,MajorLocationFourthMorpheme,MinorLocationFourthMorpheme,SecondMinorLocationFourthMorpheme,MovementFourthMorpheme,ContactFourthMorpheme,SelectedFingersFourthMorpheme,FlexionFourthMorpheme,FlexionChangeFourthMorpheme,SpreadFourthMorpheme,SpreadChangeFourthMorpheme,HandshapeFourthMorpheme,NonDominantHandshapeFourthMorpheme,SignTypeFifthMorpheme,MajorLocationFifthMorpheme ,MinorLocationFifthMorpheme,SecondMinorLocationFifthMorpheme,MovementFifthMorpheme,ContactFifthMorpheme,SelectedFingersFifthMorpheme,FlexionFifthMorpheme,FlexionChangeFifthMorpheme,SpreadFifthMorpheme,SpreadChangeFifthMorpheme,HandshapeFifthMorpheme,NonDominantHandshapeFifthMorpheme,SignTypeSixthMorpheme,MajorLocationSixthMorpheme,MinorLocationSixthMorpheme,SecondMinorLocationSixthMorpheme,MovementSixthMorpheme,ContactSixthMorpheme,SelectedFingersSixthMorpheme,FlexionSixthMorpheme,FlexionChangeSixthMorpheme,SpreadSixthMorpheme,SpreadChangeSixthMorpheme,HandshapeSixthMorpheme,ThumbPositionSecondMorpheme,ThumbContactSecondMorpheme,ThumbPositionThirdMorpheme,ThumbContactThirdMorpheme,UlnarRotation,ThumbPositionFourthMorpheme,ThumbPositionFifthMorpheme,ThumbPositionSixthMorpheme,ThumbContactFourthMorpheme,ThumbContactFifthMorpheme,ThumbContactSixthMorpheme,UlnarRotationSecondMorpheme,UlnarRotationThirdMorpheme,Handshape
specialist,H_01_38,AsymmetricalSameHandshape,Hand,FingerRadialHand,HoverHand,Straight,1,i,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,1
special_1,H_01_68,AsymmetricalDifferentHandshape,Hand,FingerTipHand,N/A,Straight,1,m,4,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,open 8
sow,H_01_75,OneHanded,Neutral,NeutralNeutral,NeutralNeutral,Straight,0,imrp,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,flat b
society,H_01_2,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Curved,1,imrp,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Yes,,,,,,,,,s
socialize,H_01_21,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Circular,0,imrp,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,b
smoke(fire),H_01_46,AsymmetricalDifferentHandshape,Hand,HoverHand,HoverHand,Circular,0,imrp,4,0,1,0,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Yes,,,,,,,,,flat 5
single,H_01_18,OneHanded,Head,ChinHead,ChinHead,Other,1,i,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,1
short_distance,H_01_49,OneHanded,Head,CheekNoseHead,HoverHead,Curved,1,i,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Yes,,,,,,,,,f
sharp_2,H_01_105,AsymmetricalDifferentHandshape,Hand,PalmBackHand,HoverHand,Other,1,m,4,0,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,open 8
shame_on_you,H_01_66,AsymmetricalSameHandshape,Hand,FingerBackHand,HoverHand,Straight,1,i,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,1
sentence,H_01_25,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Straight,1,i,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Yes,,,,,,,,,f
self,H_01_15,OneHanded,Body,HoverBody,HoverBody,Straight,0,imrp,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,flat b
score,H_01_60,AsymmetricalDifferentHandshape,Hand,PalmHand,HoverHand,Straight,1,i,5,0,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,f
scold,H_01_8,OneHanded,Neutral,NeutralNeutral,N/A,None,0,i,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,1
relief,H_01_63,SymmetricalOrAlternating,Body,TorsoTopBody,TorsoBottomBody,Straight,1,imrp,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,b
refuse,H_01_62,OneHanded,Body,HoverBody,HoverBody,Straight,0,t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,a
range,H_01_101,AsymmetricalSameHandshape,Hand,PalmHand,PalmHand,Curved,1,imrp,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,b
provide,H_01_45,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Curved,0,imrp,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Yes,,,,,,,,,flat b
principal,H_01_30,AsymmetricalDifferentHandshape,Hand,HoverHand,PalmBackHand,Circular,1,im,Stacked,0,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Yes,,,,,,,,,k
pregnant,H_01_31,SymmetricalOrAlternating,Body,HipsBody,HoverBody,Curved,1,imrp,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,b
powder,H_01_26,OneHanded,Neutral,NeutralNeutral,NeutralNeutral,Circular,0,imrp,4,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,flat 5
postpone,H_01_12,AsymmetricalSameHandshape,Neutral,NeutralNeutral,NeutralNeutral,Curved,1,i,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,f
ponder,H_01_43,SymmetricalOrAlternating,Head,HoverHead,N/A,None,0,imrp,5,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,No,No,curved 5
place_2 (y),H_01_41,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Curved,1,p,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,ily
pinch,H_01_95,OneHanded,Arm,UpperArmArm,N/A,None,1,i,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Yes,,,,,,,,,bent 1
perspective,H_01_6,AsymmetricalDifferentHandshape,Hand,HoverHand,HoverHand,Curved,0,im,4,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,flat v
evidence,G_03_103,AsymmetricalDifferentHandshape,Hand,PalmHand,N/A,Straight,1,imrp,2,0,0,0,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,e
megaphone,G_03_102,SymmetricalOrAlternating,Head,MouthHead,HoverHead,Straight,1,imrp,7,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,s
boil,G_03_101,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Circular,0,imrp,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,5
especially,G_03_100,Violation,Neutral,NeutralNeutral,N/A,Straight,1,i,4,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,flat 1
senate,G_03_99,OneHanded,Body,ClavicleBody,ClavicleBody,Curved,1,imrp,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,s
tree,A_01_002,OneHanded,Neutral,NeutralNeutral,N/A,None,0,imrp,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Yes,,,,,,,,,5
christmas_2,G_03_97,OneHanded,Head,ChinHead,HoverHead,Straight,1,imrp,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,c
goosebumps,G_03_96,OneHanded,Arm,ForearmBackArm,ForearmBackArm,Straight,1,imrp,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,e
these,G_03_95,OneHanded,Neutral,NeutralNeutral,NeutralNeutral,Curved,0,i,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,1
dedicate_2,G_03_94,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Curved,0,i,2,0,NA,NA,NA,SymmetricalOrAlternating,Head,Forehead,Hover,Curved,1,im,1,0,0,0,u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Opposed,No Contact,,,No,,,,,,,No,No,bent 1
permission,G_03_93,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Curved,0,im,Stacked,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,k
backpack_1,G_03_91,SymmetricalOrAlternating,Body,ClavicleBody,N/A,Circular,1,imrp,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,curved 5
defeat_2,G_03_90,OneHanded,Neutral,NeutralNeutral,NeutralNeutral,Curved,0,imrp,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,s
tendency,G_03_89,SymmetricalOrAlternating,Body,ClavicleBody,HoverBody,Straight,1,m,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,open 8
open,G_03_88,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Curved,1,imrp,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Yes,,,,,,,,,b
kick,G_03_87,AsymmetricalSameHandshape,Hand,HoverHand,FingerUlnarHand,Curved,1,imrp,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,b
joke,G_03_86,AsymmetricalSameHandshape,Hand,FingerRadialHand,HoverHand,Straight,1,i,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,bent 1
close,G_03_84,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Curved,1,imrp,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Yes,,,,,,,,,b
goody_goody,G_03_83,OneHanded,Neutral,NeutralNeutral,N/A,None,0,imp,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,goody_goody
dont_care,G_03_82,OneHanded,Head,CheekNoseHead,N/A,None,1,imrp,4,0,0,0,NA,OneHanded,Neutral,Neutral,NA,None,0,imrp,4,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opposed,No Contact,,,No,,,,,,,No,No,flat b
memorize,G_03_81,OneHanded,Head,ForeheadHead,HoverHead,Straight,1,imrp,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,5
