EntryID,Code,SignType 2.0,MajorLocation 2.0,MinorLocation 2.0,SecondMinorLocation,Movement 2.0,Contact,SelectedFingers 2.0,Flexion 2.0,FlexionChange,Spread,SpreadChange,NonDominantHandshape,SignTypeSecondMorpheme,MajorLocationSecondMorpheme,MinorLocationSecondMorpheme,SecondMinorLocationSecondMorpheme,MovementSecondMorpheme,ContactSecondMorpheme,SelectedFingersSecondMorpheme,FlexionSecondMorpheme,FlexionChangeSecondMorpheme,SpreadSecondMorpheme,SpreadChangeSecondMorpheme,HandshapeSecondMorpheme,NonDominantHandshapeSecondMorpheme,SignTypeThirdMorpheme,MajorLocationThirdMorpheme,ContactThirdMorpheme,MinorLocationThirdMorpheme,SecondMinorLocationThirdMorpheme,MovementThirdMorpheme,SelectedFingersThirdMorpheme,FlexionThirdMorpheme,FlexionChangeThirdMorpheme,SpreadThirdMorpheme,SpreadChangeThirdMorpheme,HandshapeThirdMorpheme,NonDominantHandshapeThirdMorpheme,SignTypeFourthMorpheme,MajorLocationFourthMorpheme,MinorLocationFourthMorpheme,SecondMinorLocationFourthMorpheme,MovementFourthMorpheme,ContactFourthMorpheme,SelectedFingersFourthMorpheme,FlexionFourthMorpheme,FlexionChangeFourthMorpheme,SpreadFourthMorpheme,SpreadChangeFourthMorpheme,HandshapeFourthMorpheme,NonDominantHandshapeFourthMorpheme,SignTypeFifthMorpheme,MajorLocationFifthMorpheme ,MinorLocationFifthMorpheme,SecondMinorLocationFifthMorpheme,MovementFifthMorpheme,ContactFifthMorpheme,SelectedFingersFifthMorpheme,FlexionFifthMorpheme,FlexionChangeFifthMorpheme,SpreadFifthMorpheme,SpreadChangeFifthMorpheme,HandshapeFifthMorpheme,NonDominantHandshapeFifthMorpheme,SignTypeSixthMorpheme,MajorLocationSixthMorpheme,MinorLocationSixthMorpheme,SecondMinorLocationSixthMorpheme,MovementSixthMorpheme,ContactSixthMorpheme,SelectedFingersSixthMorpheme,FlexionSixthMorpheme,FlexionChangeSixthMorpheme,SpreadSixthMorpheme,SpreadChangeSixthMorpheme,HandshapeSixthMorpheme,ThumbPositionSecondMorpheme,ThumbContactSecondMorpheme,ThumbPositionThirdMorpheme,ThumbContactThirdMorpheme,UlnarRotation,ThumbPositionFourthMorpheme,ThumbPositionFifthMorpheme,ThumbPositionSixthMorpheme,ThumbContactFourthMorpheme,ThumbContactFifthMorpheme,ThumbContactSixthMorpheme,UlnarRotationSecondMorpheme,UlnarRotationThirdMorpheme,Handshape
fake,G_03_80,OneHanded,Head,CheekNoseHead,HoverHead,Curved,1,i,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,1
think_obsess,G_03_79,OneHanded,Head,ForeheadHead,N/A,None,1,i,1,0,NA,NA,NA,AsymmetricalSameHandshape,Hand,PalmBack,NA,Circular,1,m,4,0,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opposed,No Contact,,,No,,,,,,,No,No,1
invisible,G_03_78,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Straight,0,m,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,open 8
mummy,G_03_77,SymmetricalOrAlternating,Body,TorsoTopBody,N/A,Straight,1,imrp,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,b
ocean,G_03_76,SymmetricalOrAlternating,Head,ChinHead,N/A,None,1,imrp,1,0,1,0,NA,SymmetricalOrAlternating,Neutral,Neutral,Neutral,BackAndForth,0,imrp,1,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opposed,No Contact,,,No,,,,,,,No,No,5
nose,G_03_75,OneHanded,Head,CheekNoseHead,N/A,None,1,i,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,1
yes,G_03_74,OneHanded,Neutral,NeutralNeutral,N/A,Straight,0,imrp,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,s
snowman,G_03_73,SymmetricalOrAlternating,Body,ClavicleBody,N/A,None,1,imrp,5,0,0,0,NA,SymmetricalOrAlternating,Neutral,Neutral,Neutral,Straight,0,imrp,1,0,1,0,5,NA,OneHanded,Head,1,Forehead,NA,None,imrp,1,0,1,0,5,NA,OneHanded,Body,TorsoTop,NA,None,1,imrp,1,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opposed,No Contact,Opposed,No Contact,No,Opposed,,,No Contact,,,No,No,c
allergy,G_03_72,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Straight,1,i,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,1
makeup,G_03_71,OneHanded,Head,ForeheadHead,HoverHead,Curved,1,imrp,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,5
basket_1,G_03_70,OneHanded,Arm,ForearmUlnarArm,ElbowBackArm,Curved,1,imrp,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Yes,,,,,,,,,b
pull_convince,G_03_69,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Straight,0,i,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,bent 1
pancake,G_03_68,AsymmetricalSameHandshape,Hand,PalmHand,PalmHand,Other,1,imrp,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Yes,,,,,,,,,b
temporary,G_03_67,AsymmetricalSameHandshape,Hand,FingerRadialHand,FingerRadialHand,Straight,1,im,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,u
axe_2,G_03_66,OneHanded,Arm,ForearmUlnarArm,N/A,Curved,1,imrp,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,b
siren,G_03_65,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Circular,0,i,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Yes,,,,,,,,,1
overwhelmed,G_03_64,SymmetricalOrAlternating,Head,HoverHead,HoverHead,Curved,0,imrp,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,flat b
touch,G_03_63,AsymmetricalDifferentHandshape,Hand,PalmBackHand,HoverHand,BackAndForth,1,m,4,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,open 8
players,G_03_62,SymmetricalOrAlternating,Neutral,NeutralNeutral,N/A,None,0,p,1,0,NA,NA,NA,SymmetricalOrAlternating,Neutral,Neutral,Neutral,Straight,0,imrp,1,0,0,0,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opposed,No Contact,,,Yes,,,,,,,No,No,ily
save,G_03_61,AsymmetricalDifferentHandshape,Hand,FingerUlnarHand,N/A,Straight,1,im,1,0,1,0,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,v
archeology,G_03_60,AsymmetricalDifferentHandshape,Hand,PalmHand,HoverHand,Circular,1,i,5,0,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,f
nice,G_03_59,AsymmetricalSameHandshape,Hand,PalmHand,FingerFrontHand,Straight,1,imrp,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,b
feed,G_03_58,OneHanded,Head,MouthHead,N/A,None,1,imrp,4,0,0,0,NA,AsymmetricalSameHandshape,Neutral,Neutral,Neutral,Straight,0,imrp,4,0,0,0,flat_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opposed,Contact,,,No,,,,,,,No,No,flat b
tongue,G_03_57,OneHanded,Head,MouthHead,N/A,None,1,im,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,flat u
cancer_1,G_03_56,OneHanded,Neutral,NeutralNeutral,N/A,None,0,imrp,5,0,0,0,NA,OneHanded,Neutral,Neutral,NA,None,0,thumb,NA,0,NA,NA,a,NA,OneHanded,Neutral,0,Neutral,NA,None,im,5,0,0,0,s,NA,OneHanded,Neutral,Neutral,NA,None,0,imrp,5,0,0,0,c,NA,OneHanded,Neutral,Neutral,NA,None,0,imrp,2,0,0,0,e,NA,OneHanded,Neutral,Neutral,NA,None,0,im,Crossed,0,0,0,r,Opposed,Contact,Not Opposed,Contact,No,Opposed,Not Opposed,Not Opposed,No Contact,Contact,No Contact,No,No,c
down,G_03_55,OneHanded,Neutral,NeutralNeutral,NeutralNeutral,Straight,0,i,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,1
harmonica,G_03_54,SymmetricalOrAlternating,Head,HoverHead,HoverHead,Straight,0,imrp,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,flat b
baster_1,G_03_53,OneHanded,Neutral,NeutralNeutral,N/A,None,0,imrp,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,flat b
cheek,G_03_52,OneHanded,Head,CheekNoseHead,N/A,Straight,1,i,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,bent 1
gone,G_03_51,AsymmetricalDifferentHandshape,Hand,PalmHand,HoverHand,Straight,1,imrp,4,1,1,1,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,flat 5
average,G_03_50,AsymmetricalSameHandshape,Hand,FingerRadialHand,N/A,Straight,1,imrp,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,b
jellyfish,G_03_49,OneHanded,Neutral,NeutralNeutral,NeutralNeutral,Other,0,imrp,4,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,flat 5
beak,G_03_48,OneHanded,Head,CheekNoseHead,HoverHead,Curved,1,i,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Yes,,,,,,,,,f
row,G_03_47,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Circular,0,imrp,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,s
faint,G_03_46,OneHanded,Head,ForeheadHead,N/A,None,1,i,1,0,NA,NA,NA,SymmetricalOrAlternating,Neutral,Neutral,Neutral,Straight,0,imrp,5,1,0,0,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opposed,Contact,,,No,,,,,,,No,No,1
cool_2,G_03_45,SymmetricalOrAlternating,Head,HoverHead,N/A,None,0,imrp,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,flat b
dinner,G_03_44,OneHanded,Head,MouthHead,N/A,Straight,1,imrp,5,0,0,0,NA,AsymmetricalSameHandshape,Hand,FingerRadial,NA,None,1,imrp,4,0,0,0,flat_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opposed,No Contact,,,No,,,,,,,No,No,c
fix,G_03_43,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Straight,1,imrp,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,c
tube,G_03_42,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Straight,1,i,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,f
hinge,G_03_41,AsymmetricalSameHandshape,Hand,FingerTipHand,N/A,Curved,1,im,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Yes,,,,,,,,,u
join,G_03_39,AsymmetricalDifferentHandshape,Hand,FingerUlnarHand,N/A,Curved,1,im,1,0,0,0,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,u
chocolate,B_01_002,AsymmetricalDifferentHandshape,Hand,PalmBackHand,PalmBackHand,Circular,1,imrp,5,0,0,0,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,c
motivation_2,G_03_37,SymmetricalOrAlternating,Neutral,NeutralNeutral,NeutralNeutral,Straight,1,imrp,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,b
elevator_2,G_03_36,AsymmetricalDifferentHandshape,Hand,PalmHand,FingerFrontHand,Straight,1,imrp,2,0,0,0,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,e
juice_2,G_03_35,OneHanded,Head,MouthHead,HoverHead,Curved,0,p,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Yes,,,,,,,,,ily
six,G_03_34,OneHanded,Neutral,NeutralNeutral,N/A,None,0,p,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,No,,,,,,,,,curved_i
